protein_a,protein_b,string_id_a,string_id_b,combined_score,nscore,fscore,pscore,ascore,escore,dscore,tscore
CD14,TLR2,9606.ENSP00000385519,9606.ENSP00000260010,0.992,0.0,0.0,0.0,0.485,0.541,0.9,0.706
ICAM1,ICAM2,9606.ENSP00000264832,9606.ENSP00000415283,0.992,0.0,0.0,0.098,0.09,0.0,0.9,0.917
RARB,RXRB,9606.ENSP00000332296,9606.ENSP00000363817,0.992,0.0,0.0,0.0,0.067,0.716,0.9,0.754
AKT1,RAF1,9606.ENSP00000451828,9606.ENSP00000401888,0.992,0.0,0.0,0.145,0.075,0.816,0.9,0.557
HSF1,HSP90AB1,9606.ENSP00000431512,9606.ENSP00000360609,0.992,0.0,0.0,0.0,0.067,0.438,0.72,0.957
CXCL1,CXCL10,9606.ENSP00000379110,9606.ENSP00000305651,0.992,0.0,0.0,0.0,0.17,0.0,0.5,0.983
BECN1,RAB5A,9606.ENSP00000355231,9606.ENSP00000273047,0.992,0.0,0.0,0.0,0.092,0.818,0.0,0.959
RRM2B,TP53,9606.ENSP00000251810,9606.ENSP00000269305,0.992,0.0,0.0,0.0,0.087,0.625,0.75,0.923
ACTR1A,ACTR1B,9606.ENSP00000358921,9606.ENSP00000289228,0.992,0.0,0.0,0.048,0.086,0.875,0.9,0.414
ESR1,TP53,9606.ENSP00000405330,9606.ENSP00000269305,0.992,0.0,0.0,0.0,0.0,0.735,0.0,0.974
CTNNB1,LRP5,9606.ENSP00000495360,9606.ENSP00000294304,0.992,0.0,0.0,0.0,0.0,0.325,0.72,0.964
DLG1,GRIN2B,9606.ENSP00000345731,9606.ENSP00000477455,0.992,0.0,0.0,0.0,0.0,0.593,0.4,0.97
RHOA,SRC,9606.ENSP00000400175,9606.ENSP00000362680,0.992,0.0,0.0,0.0,0.081,0.11,0.9,0.913
ALB,MB,9606.ENSP00000295897,9606.ENSP00000352835,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.992
CYP11B1,HSD3B2,9606.ENSP00000292427,9606.ENSP00000445122,0.992,0.0,0.0,0.0,0.166,0.108,0.913,0.895
FUS,SOD1,9606.ENSP00000254108,9606.ENSP00000270142,0.992,0.0,0.0,0.0,0.087,0.0,0.0,0.992
CALML3,FKBP1A,9606.ENSP00000315299,9606.ENSP00000383003,0.992,0.0,0.0,0.0,0.236,0.304,0.0,0.986
PRKACA,RELA,9606.ENSP00000309591,9606.ENSP00000384273,0.992,0.0,0.0,0.0,0.086,0.742,0.9,0.718
FOXO3,SMAD2,9606.ENSP00000339527,9606.ENSP00000262160,0.992,0.0,0.0,0.0,0.049,0.076,0.9,0.925
NCOA2,RARA,9606.ENSP00000399968,9606.ENSP00000254066,0.992,0.0,0.0,0.0,0.049,0.98,0.0,0.632
NDUFS3,SDHA,9606.ENSP00000263774,9606.ENSP00000264932,0.992,0.093,0.0,0.0,0.732,0.253,0.809,0.819
BID,CASP8,9606.ENSP00000318822,9606.ENSP00000351273,0.992,0.0,0.0,0.0,0.111,0.618,0.9,0.817
CALML3,TRPV1,9606.ENSP00000315299,9606.ENSP00000459962,0.992,0.0,0.0,0.0,0.0,0.259,0.0,0.99
AHR,HSP90AA1,9606.ENSP00000242057,9606.ENSP00000335153,0.992,0.0,0.0,0.0,0.0,0.869,0.8,0.717
CALML5,TRPV1,9606.ENSP00000369689,9606.ENSP00000459962,0.992,0.0,0.0,0.0,0.0,0.259,0.0,0.99
E2F1,MDM2,9606.ENSP00000345571,9606.ENSP00000258149,0.992,0.0,0.0,0.0,0.0,0.625,0.0,0.98
CHUK,HSP90AA1,9606.ENSP00000359424,9606.ENSP00000335153,0.992,0.0,0.0,0.0,0.09,0.704,0.0,0.972
ADA,ADK,9606.ENSP00000361965,9606.ENSP00000443965,0.992,0.0,0.0,0.0,0.059,0.25,0.925,0.875
SNAI1,TP53,9606.ENSP00000244050,9606.ENSP00000269305,0.992,0.0,0.0,0.0,0.0,0.51,0.5,0.973
DLG4,SHANK1,9606.ENSP00000497806,9606.ENSP00000293441,0.992,0.0,0.0,0.0,0.197,0.356,0.5,0.974
CYP3A4,POR,9606.ENSP00000498939,9606.ENSP00000419970,0.992,0.0,0.899,0.0,0.0,0.294,0.0,0.9
NFKB1,TLR2,9606.ENSP00000226574,9606.ENSP00000260010,0.992,0.0,0.0,0.0,0.167,0.093,0.9,0.91
ERBB2,IGF1,9606.ENSP00000269571,9606.ENSP00000376637,0.992,0.0,0.0,0.0,0.0,0.0,0.9,0.926
PROC,THBD,9606.ENSP00000234071,9606.ENSP00000366307,0.992,0.0,0.0,0.0,0.0,0.094,0.9,0.923
CALM1,MYLK,9606.ENSP00000499717,9606.ENSP00000353452,0.992,0.0,0.0,0.0,0.049,0.97,0.7,0.179
ABCA7,APOA1,9606.ENSP00000263094,9606.ENSP00000236850,0.992,0.0,0.0,0.0,0.0,0.0,0.9,0.925
HSPA5,SIGMAR1,9606.ENSP00000324173,9606.ENSP00000277010,0.992,0.0,0.0,0.0,0.042,0.113,0.0,0.992
FOS,MAPK1,9606.ENSP00000306245,9606.ENSP00000215832,0.992,0.0,0.0,0.0,0.055,0.45,0.9,0.864
HSPA4,HSPB1,9606.ENSP00000302961,9606.ENSP00000248553,0.992,0.0,0.0,0.0,0.07,0.314,0.0,0.988
AKT1,CYBA,9606.ENSP00000451828,9606.ENSP00000261623,0.992,0.0,0.0,0.0,0.086,0.045,0.0,0.992
CASP7,CASP8,9606.ENSP00000358327,9606.ENSP00000351273,0.992,0.0,0.0,0.083,0.109,0.628,0.9,0.788
BCL2L1,CASP9,9606.ENSP00000365230,9606.ENSP00000330237,0.992,0.0,0.0,0.0,0.082,0.822,0.0,0.959
RELA,STAT3,9606.ENSP00000384273,9606.ENSP00000264657,0.992,0.0,0.0,0.0,0.171,0.793,0.0,0.959
JUN,MAPK14,9606.ENSP00000360266,9606.ENSP00000229795,0.992,0.0,0.0,0.0,0.0,0.328,0.9,0.891
JUN,MAPK8IP1,9606.ENSP00000360266,9606.ENSP00000241014,0.992,0.0,0.0,0.0,0.055,0.292,0.0,0.989
EGFR,INS,9606.ENSP00000275493,9606.ENSP00000380432,0.992,0.0,0.0,0.0,0.0,0.0,0.9,0.93
CTTN,TJP1,9606.ENSP00000365745,9606.ENSP00000348416,0.992,0.0,0.0,0.0,0.139,0.263,0.0,0.988
CTSG,MMP9,9606.ENSP00000216336,9606.ENSP00000361405,0.992,0.0,0.0,0.0,0.097,0.0,0.4,0.987
DUSP1,MAPK8,9606.ENSP00000239223,9606.ENSP00000378974,0.992,0.0,0.0,0.0,0.087,0.42,0.9,0.873
COX5B,MT-CYB,9606.ENSP00000258424,9606.ENSP00000354554,0.992,0.0,0.0,0.0,0.0,0.972,0.54,0.414
CD40,TNF,9606.ENSP00000361359,9606.ENSP00000398698,0.992,0.0,0.0,0.0,0.135,0.0,0.5,0.984
ALOX5,LTA4H,9606.ENSP00000363512,9606.ENSP00000228740,0.992,0.0,0.0,0.0,0.104,0.05,0.9,0.924
ITGAL,VCAM1,9606.ENSP00000349252,9606.ENSP00000294728,0.992,0.0,0.0,0.0,0.093,0.071,0.0,0.992
APOA4,APOB,9606.ENSP00000350425,9606.ENSP00000233242,0.992,0.0,0.0,0.0,0.355,0.0,0.72,0.964
CCND3,CDKN1C,9606.ENSP00000362082,9606.ENSP00000413720,0.992,0.0,0.0,0.0,0.098,0.844,0.9,0.508
CDKN2A,KRAS,9606.ENSP00000418915,9606.ENSP00000256078,0.992,0.0,0.0,0.0,0.055,0.102,0.9,0.917
ERBB2,PIK3CA,9606.ENSP00000269571,9606.ENSP00000263967,0.992,0.0,0.0,0.0,0.0,0.115,0.9,0.927
ATG5,BCL2L1,9606.ENSP00000358072,9606.ENSP00000365230,0.992,0.0,0.0,0.0,0.064,0.292,0.0,0.989
CD274,STAT3,9606.ENSP00000370989,9606.ENSP00000264657,0.992,0.0,0.0,0.0,0.124,0.0,0.75,0.967
CRH,POMC,9606.ENSP00000276571,9606.ENSP00000384092,0.992,0.0,0.0,0.0,0.086,0.0,0.4,0.987
CALM3,CAV1,9606.ENSP00000291295,9606.ENSP00000339191,0.991,0.0,0.0,0.0,0.045,0.0,0.8,0.959
IFNG,TNF,9606.ENSP00000229135,9606.ENSP00000398698,0.991,0.0,0.0,0.0,0.202,0.0,0.0,0.99
CYP2E1,CYP3A4,9606.ENSP00000440689,9606.ENSP00000498939,0.991,0.0,0.0,0.229,0.143,0.076,0.909,0.863
ARF1,PLD2,9606.ENSP00000440005,9606.ENSP00000263088,0.991,0.0,0.0,0.0,0.0,0.535,0.9,0.822
RAF1,YWHAE,9606.ENSP00000401888,9606.ENSP00000264335,0.991,0.0,0.0,0.0,0.074,0.891,0.9,0.214
CEBPB,HDAC1,9606.ENSP00000305422,9606.ENSP00000362649,0.991,0.0,0.0,0.0,0.048,0.547,0.0,0.981
YAP1,YWHAZ,9606.ENSP00000478927,9606.ENSP00000379287,0.991,0.0,0.0,0.0,0.042,0.819,0.9,0.542
AKT1,HSPB1,9606.ENSP00000451828,9606.ENSP00000248553,0.991,0.0,0.0,0.0,0.05,0.782,0.0,0.963
GGCX,PROS1,9606.ENSP00000233838,9606.ENSP00000377783,0.991,0.0,0.0,0.0,0.055,0.0,0.75,0.967
AKT1,AKT2,9606.ENSP00000451828,9606.ENSP00000375892,0.991,0.0,0.0,0.05,0.131,0.787,0.9,0.569
AURKB,CCNA2,9606.ENSP00000313950,9606.ENSP00000481380,0.991,0.0,0.0,0.0,0.96,0.0,0.0,0.807
CDKN1B,TP53,9606.ENSP00000228872,9606.ENSP00000269305,0.991,0.0,0.0,0.0,0.0,0.076,0.9,0.911
CASP9,PARP1,9606.ENSP00000330237,9606.ENSP00000355759,0.991,0.0,0.0,0.0,0.049,0.091,0.9,0.915
AKT1,JUN,9606.ENSP00000451828,9606.ENSP00000360266,0.991,0.0,0.0,0.0,0.049,0.085,0.9,0.915
DNMT1,PCNA,9606.ENSP00000352516,9606.ENSP00000368458,0.991,0.0,0.0,0.0,0.377,0.986,0.0,0.051
TUBA4A,TUBB4B,9606.ENSP00000248437,9606.ENSP00000341289,0.991,0.0,0.0,0.069,0.326,0.716,0.8,0.805
AKT1,BCL2L1,9606.ENSP00000451828,9606.ENSP00000365230,0.991,0.0,0.0,0.0,0.095,0.292,0.9,0.888
CYP1A1,GSTM1,9606.ENSP00000378488,9606.ENSP00000311469,0.991,0.0,0.0,0.0,0.067,0.045,0.9,0.918
CTNNB1,SOX2,9606.ENSP00000495360,9606.ENSP00000323588,0.991,0.0,0.0,0.0,0.0,0.627,0.5,0.957
GLUD1,GLUL,9606.ENSP00000277865,9606.ENSP00000307900,0.991,0.061,0.0,0.0,0.089,0.0,0.956,0.797
ALAD,ALAS1,9606.ENSP00000386284,9606.ENSP00000378416,0.991,0.071,0.0,0.0,0.067,0.0,0.938,0.863
ATG12,BECN1,9606.ENSP00000425107,9606.ENSP00000355231,0.991,0.0,0.0,0.0,0.134,0.299,0.5,0.976
HDAC1,MYC,9606.ENSP00000362649,9606.ENSP00000478887,0.991,0.0,0.0,0.0,0.076,0.821,0.0,0.953
GDNF,NTRK1,9606.ENSP00000409007,9606.ENSP00000431418,0.991,0.0,0.0,0.0,0.0,0.0,0.0,0.991
IGF2,INSR,9606.ENSP00000391826,9606.ENSP00000303830,0.991,0.0,0.0,0.0,0.0,0.164,0.65,0.971
ABCA1,NR1H2,9606.ENSP00000363868,9606.ENSP00000499121,0.991,0.0,0.0,0.0,0.0,0.628,0.8,0.9
CEBPA,PPARG,9606.ENSP00000427514,9606.ENSP00000287820,0.991,0.0,0.0,0.0,0.102,0.045,0.75,0.963
TP53,YWHAZ,9606.ENSP00000269305,9606.ENSP00000379287,0.991,0.0,0.0,0.0,0.042,0.695,0.5,0.947
CASP8,TP53,9606.ENSP00000351273,9606.ENSP00000269305,0.991,0.0,0.0,0.0,0.086,0.292,0.9,0.879
CD40,HSPA4,9606.ENSP00000361359,9606.ENSP00000302961,0.991,0.0,0.0,0.0,0.055,0.292,0.0,0.988
MAP3K5,PARK7,9606.ENSP00000351908,9606.ENSP00000340278,0.991,0.0,0.0,0.0,0.0,0.516,0.9,0.847
CXCL8,IL6,9606.ENSP00000306512,9606.ENSP00000385675,0.991,0.0,0.0,0.0,0.445,0.0,0.4,0.976
SCN1B,SCN2A,9606.ENSP00000396915,9606.ENSP00000490107,0.991,0.0,0.0,0.0,0.111,0.545,0.72,0.929
DLG4,NRXN1,9606.ENSP00000497806,9606.ENSP00000385142,0.991,0.0,0.0,0.0,0.084,0.113,0.5,0.98
ATIC,IMPDH2,9606.ENSP00000236959,9606.ENSP00000321584,0.991,0.102,0.0,0.0,0.577,0.0,0.942,0.637
CSF3,IL1A,9606.ENSP00000225474,9606.ENSP00000263339,0.991,0.0,0.0,0.0,0.255,0.0,0.4,0.983
EGFR,IGF1,9606.ENSP00000275493,9606.ENSP00000376637,0.991,0.0,0.0,0.0,0.0,0.0,0.9,0.919
FOXP3,IL2,9606.ENSP00000365380,9606.ENSP00000226730,0.991,0.0,0.0,0.0,0.121,0.695,0.5,0.946
CAV1,DPP4,9606.ENSP00000339191,9606.ENSP00000353731,0.991,0.0,0.0,0.0,0.058,0.0,0.0,0.991
CFLAR,TNFRSF10B,9606.ENSP00000312455,9606.ENSP00000276431,0.991,0.0,0.0,0.0,0.056,0.797,0.5,0.921
CTNNB1,KLF4,9606.ENSP00000495360,9606.ENSP00000363804,0.991,0.0,0.0,0.0,0.0,0.091,0.098,0.99
HTR2A,HTR2C,9606.ENSP00000437737,9606.ENSP00000276198,0.991,0.0,0.0,0.0,0.063,0.573,0.9,0.816
C3,SELP,9606.ENSP00000245907,9606.ENSP00000263686,0.991,0.0,0.0,0.0,0.078,0.0,0.0,0.991
CDK1,FOXM1,9606.ENSP00000378699,9606.ENSP00000342307,0.991,0.0,0.0,0.0,0.661,0.558,0.5,0.896
AKR1B1,CBR1,9606.ENSP00000285930,9606.ENSP00000290349,0.991,0.0,0.0,0.0,0.117,0.045,0.905,0.906
KCNJ11,KCNJ8,9606.ENSP00000345708,9606.ENSP00000499300,0.991,0.0,0.0,0.055,0.0,0.292,0.36,0.982
CALM1,NOS3,9606.ENSP00000499717,9606.ENSP00000297494,0.991,0.0,0.0,0.0,0.0,0.98,0.5,0.176
CD14,LBP,9606.ENSP00000385519,9606.ENSP00000217407,0.991,0.0,0.0,0.0,0.057,0.625,0.6,0.945
APOE,MAPT,9606.ENSP00000252486,9606.ENSP00000340820,0.991,0.0,0.0,0.0,0.044,0.701,0.0,0.973
CDK4,CEBPA,9606.ENSP00000257904,9606.ENSP00000427514,0.991,0.0,0.0,0.0,0.047,0.646,0.9,0.774
TRPA1,TRPV1,9606.ENSP00000262209,9606.ENSP00000459962,0.991,0.0,0.0,0.0,0.0,0.0,0.0,0.991
HSP90AB1,HSPA1B,9606.ENSP00000360609,9606.ENSP00000364801,0.991,0.0,0.002,0.0,0.383,0.516,0.5,0.946
GPBAR1,NR1H4,9606.ENSP00000430886,9606.ENSP00000447149,0.991,0.0,0.0,0.0,0.0,0.0,0.0,0.991
EIF4EBP1,EIF4G1,9606.ENSP00000340691,9606.ENSP00000416255,0.991,0.0,0.0,0.0,0.067,0.239,0.5,0.98
IL10,IL1B,9606.ENSP00000412237,9606.ENSP00000263341,0.991,0.0,0.0,0.0,0.409,0.0,0.4,0.978
CD40,RELA,9606.ENSP00000361359,9606.ENSP00000384273,0.991,0.0,0.0,0.0,0.071,0.0,0.0,0.991
IL1B,IRAK1,9606.ENSP00000263341,9606.ENSP00000358997,0.991,0.0,0.0,0.0,0.082,0.226,0.5,0.978
CCNB1,WEE1,9606.ENSP00000256442,9606.ENSP00000402084,0.99,0.0,0.0,0.0,0.182,0.399,0.75,0.931
CACNA2D2,CACNB2,9606.ENSP00000418081,9606.ENSP00000320025,0.99,0.0,0.0,0.0,0.06,0.401,0.8,0.926
CACNA1D,CALML3,9606.ENSP00000288139,9606.ENSP00000315299,0.99,0.0,0.0,0.0,0.0,0.423,0.9,0.851
ITGB3,PTK2,9606.ENSP00000452786,9606.ENSP00000341189,0.99,0.0,0.0,0.0,0.11,0.648,0.9,0.723
DLG4,GRIN2C,9606.ENSP00000497806,9606.ENSP00000293190,0.99,0.0,0.0,0.0,0.137,0.418,0.9,0.831
IFNG,IL2,9606.ENSP00000229135,9606.ENSP00000226730,0.99,0.0,0.0,0.0,0.295,0.0,0.0,0.987
CACNA1D,CALML5,9606.ENSP00000288139,9606.ENSP00000369689,0.99,0.0,0.0,0.0,0.0,0.423,0.9,0.851
ATF2,FOS,9606.ENSP00000264110,9606.ENSP00000306245,0.99,0.0,0.0,0.0,0.0,0.881,0.5,0.853
IL1A,IL1RN,9606.ENSP00000263339,9606.ENSP00000259206,0.99,0.0,0.0,0.0,0.202,0.0,0.0,0.988
HSP90AA1,PGR,9606.ENSP00000335153,9606.ENSP00000325120,0.99,0.0,0.0,0.0,0.054,0.582,0.5,0.956
CACNA1D,CACNB1,9606.ENSP00000288139,9606.ENSP00000377840,0.99,0.0,0.0,0.0,0.067,0.753,0.54,0.924
CACNA1D,CALM3,9606.ENSP00000288139,9606.ENSP00000291295,0.99,0.0,0.0,0.0,0.0,0.423,0.9,0.851
IL18,IL1B,9606.ENSP00000280357,9606.ENSP00000263341,0.99,0.0,0.0,0.0,0.095,0.312,0.5,0.972
KIT,PTPN11,9606.ENSP00000288135,9606.ENSP00000489597,0.99,0.0,0.0,0.0,0.14,0.596,0.9,0.754
FOXO1,SMAD3,9606.ENSP00000368880,9606.ENSP00000332973,0.99,0.0,0.0,0.0,0.074,0.317,0.9,0.872
IL1B,RELA,9606.ENSP00000263341,9606.ENSP00000384273,0.99,0.0,0.0,0.0,0.118,0.0,0.9,0.903
COX6A2,COX7B,9606.ENSP00000287490,9606.ENSP00000497474,0.99,0.0,0.0,0.0,0.123,0.903,0.54,0.793
GOT1,MDH2,9606.ENSP00000359539,9606.ENSP00000327070,0.99,0.0,0.0,0.0,0.574,0.061,0.939,0.644
NFKB1,TBK1,9606.ENSP00000226574,9606.ENSP00000329967,0.99,0.0,0.0,0.0,0.111,0.331,0.9,0.853
CEBPA,SPI1,9606.ENSP00000427514,9606.ENSP00000227163,0.99,0.0,0.0,0.0,0.207,0.516,0.5,0.957
ALB,F2,9606.ENSP00000295897,9606.ENSP00000308541,0.99,0.0,0.0,0.0,0.652,0.052,0.0,0.973
BECN1,MYD88,9606.ENSP00000355231,9606.ENSP00000498321,0.99,0.0,0.0,0.0,0.056,0.091,0.0,0.989
TUBA1C,TUBB4B,9606.ENSP00000443475,9606.ENSP00000341289,0.99,0.0,0.0,0.068,0.644,0.623,0.65,0.806
CACNA2D4,CACNB3,9606.ENSP00000372169,9606.ENSP00000301050,0.99,0.0,0.0,0.0,0.06,0.306,0.9,0.866
PIK3CA,PTPN11,9606.ENSP00000263967,9606.ENSP00000489597,0.99,0.0,0.0,0.0,0.118,0.661,0.9,0.725
KRAS,SRC,9606.ENSP00000256078,9606.ENSP00000362680,0.99,0.0,0.0,0.0,0.082,0.297,0.9,0.866
CNR1,DRD2,9606.ENSP00000358513,9606.ENSP00000354859,0.99,0.0,0.0,0.0,0.083,0.324,0.9,0.867
HSP90AA1,NLRP3,9606.ENSP00000335153,9606.ENSP00000337383,0.99,0.0,0.0,0.0,0.0,0.308,0.9,0.868
MAPK3,PTPN11,9606.ENSP00000263025,9606.ENSP00000489597,0.99,0.0,0.0,0.0,0.059,0.436,0.9,0.841
SMAD3,TGFB1,9606.ENSP00000332973,9606.ENSP00000221930,0.99,0.0,0.0,0.0,0.067,0.178,0.5,0.978
IFNG,IL4,9606.ENSP00000229135,9606.ENSP00000231449,0.99,0.0,0.0,0.0,0.11,0.0,0.0,0.99
CEBPA,CEBPB,9606.ENSP00000427514,9606.ENSP00000305422,0.99,0.0,0.0,0.0,0.153,0.623,0.54,0.942
EIF4G1,HSPB1,9606.ENSP00000416255,9606.ENSP00000248553,0.99,0.0,0.0,0.0,0.062,0.236,0.8,0.941
IGF1,NTRK1,9606.ENSP00000376637,9606.ENSP00000431418,0.99,0.0,0.0,0.0,0.0,0.063,0.65,0.972
ERBB2,PTK2,9606.ENSP00000269571,9606.ENSP00000341189,0.99,0.0,0.0,0.0,0.06,0.786,0.9,0.564
PRDX1,TXN,9606.ENSP00000262746,9606.ENSP00000363641,0.99,0.048,0.0,0.0,0.289,0.72,0.5,0.915
GSK3B,PRKACA,9606.ENSP00000324806,9606.ENSP00000309591,0.99,0.0,0.0,0.0,0.094,0.618,0.9,0.768
AKT1,IKBKB,9606.ENSP00000451828,9606.ENSP00000430684,0.99,0.0,0.0,0.0,0.152,0.775,0.9,0.57
AKT1,MAPK14,9606.ENSP00000451828,9606.ENSP00000229795,0.99,0.0,0.0,0.119,0.246,0.739,0.9,0.535
GABRB3,GABRG2,9606.ENSP00000308725,9606.ENSP00000410732,0.99,0.0,0.0,0.08,0.177,0.946,0.54,0.565
LYN,PTK2B,9606.ENSP00000428924,9606.ENSP00000380638,0.99,0.0,0.0,0.0,0.083,0.354,0.9,0.853
HDAC2,TP53,9606.ENSP00000430432,9606.ENSP00000269305,0.99,0.0,0.0,0.0,0.102,0.837,0.5,0.888
ABCC8,RAPGEF4,9606.ENSP00000494321,9606.ENSP00000380271,0.99,0.0,0.0,0.0,0.137,0.292,0.9,0.867
NR4A1,RXRA,9606.ENSP00000440864,9606.ENSP00000419692,0.99,0.0,0.0,0.0,0.0,0.673,0.9,0.739
EGR1,JUN,9606.ENSP00000239938,9606.ENSP00000360266,0.99,0.0,0.0,0.0,0.788,0.091,0.5,0.914
ACTB,CASP3,9606.ENSP00000494750,9606.ENSP00000311032,0.989,0.0,0.0,0.0,0.042,0.095,0.9,0.893
EGF,FGF4,9606.ENSP00000265171,9606.ENSP00000168712,0.989,0.0,0.0,0.0,0.0,0.053,0.0,0.988
GCLM,GSS,9606.ENSP00000359258,9606.ENSP00000495750,0.989,0.0,0.0,0.0,0.133,0.082,0.951,0.761
AHSP,HBA1,9606.ENSP00000307199,9606.ENSP00000322421,0.989,0.0,0.0,0.0,0.366,0.9,0.72,0.48
ATF4,EIF2S1,9606.ENSP00000336790,9606.ENSP00000256383,0.989,0.0,0.0,0.0,0.045,0.0,0.9,0.899
BCL2L1,MCL1,9606.ENSP00000365230,9606.ENSP00000358022,0.989,0.0,0.0,0.0,0.049,0.362,0.9,0.845
FOXO3,IKBKB,9606.ENSP00000339527,9606.ENSP00000430684,0.989,0.0,0.0,0.0,0.06,0.694,0.9,0.663
AKT1,CASP9,9606.ENSP00000451828,9606.ENSP00000330237,0.989,0.0,0.0,0.0,0.085,0.067,0.9,0.887
CEBPB,PPARG,9606.ENSP00000305422,9606.ENSP00000287820,0.989,0.0,0.0,0.0,0.049,0.512,0.75,0.923
APOA1,APOA4,9606.ENSP00000236850,9606.ENSP00000350425,0.989,0.0,0.0,0.103,0.532,0.0,0.8,0.89
NUF2,TTK,9606.ENSP00000271452,9606.ENSP00000358813,0.989,0.0,0.0,0.0,0.947,0.486,0.0,0.655
GABRB2,GABRG2,9606.ENSP00000274547,9606.ENSP00000410732,0.989,0.0,0.0,0.084,0.333,0.927,0.54,0.566
APOE,VTN,9606.ENSP00000252486,9606.ENSP00000226218,0.989,0.0,0.0,0.0,0.139,0.045,0.0,0.988
ATG12,BCL2,9606.ENSP00000425107,9606.ENSP00000381185,0.989,0.0,0.0,0.0,0.055,0.292,0.0,0.985
ATF3,ATF4,9606.ENSP00000344352,9606.ENSP00000336790,0.989,0.0,0.0,0.0,0.102,0.622,0.9,0.735
MAPK1,RPS6KA3,9606.ENSP00000215832,9606.ENSP00000368884,0.989,0.0,0.0,0.0,0.077,0.872,0.9,0.212
BAD,YWHAZ,9606.ENSP00000378040,9606.ENSP00000379287,0.989,0.0,0.0,0.0,0.0,0.896,0.9,0.108
ATF6,DDIT3,9606.ENSP00000356919,9606.ENSP00000448665,0.989,0.0,0.0,0.0,0.086,0.0,0.9,0.893
CALML5,PRKACA,9606.ENSP00000369689,9606.ENSP00000309591,0.989,0.0,0.0,0.0,0.055,0.0,0.65,0.971
IGF1,VTN,9606.ENSP00000376637,9606.ENSP00000226218,0.989,0.0,0.0,0.0,0.042,0.0,0.0,0.989
LYN,SRC,9606.ENSP00000428924,9606.ENSP00000362680,0.989,0.0,0.0,0.065,0.049,0.709,0.9,0.646
NTRK1,NTRK2,9606.ENSP00000431418,9606.ENSP00000277120,0.989,0.0,0.0,0.064,0.067,0.095,0.5,0.978
MAPK14,MAPK3,9606.ENSP00000229795,9606.ENSP00000263025,0.989,0.0,0.0,0.068,0.131,0.78,0.9,0.484
HIF1A,RELA,9606.ENSP00000437955,9606.ENSP00000384273,0.989,0.0,0.0,0.0,0.079,0.292,0.0,0.985
CCNA2,CDT1,9606.ENSP00000481380,9606.ENSP00000301019,0.989,0.0,0.0,0.0,0.605,0.851,0.4,0.737
CALM3,DLG4,9606.ENSP00000291295,9606.ENSP00000497806,0.989,0.0,0.0,0.0,0.086,0.906,0.0,0.884
PRKCI,PRKCZ,9606.ENSP00000295797,9606.ENSP00000367830,0.989,0.0,0.0,0.053,0.0,0.83,0.9,0.399
ADH1A,ADH1B,9606.ENSP00000209668,9606.ENSP00000306606,0.989,0.0,0.0,0.048,0.631,0.3,0.9,0.629
CALML3,PRKACA,9606.ENSP00000315299,9606.ENSP00000309591,0.989,0.0,0.0,0.0,0.055,0.0,0.65,0.971
EPOR,STAT5A,9606.ENSP00000222139,9606.ENSP00000341208,0.989,0.0,0.0,0.0,0.047,0.622,0.5,0.95
NFKB1,TP53,9606.ENSP00000226574,9606.ENSP00000269305,0.989,0.0,0.0,0.0,0.098,0.045,0.0,0.989
ADH1C,ALDH2,9606.ENSP00000426083,9606.ENSP00000261733,0.989,0.048,0.001,0.0,0.186,0.0,0.706,0.958
EGFR,IGF1R,9606.ENSP00000275493,9606.ENSP00000497069,0.989,0.0,0.0,0.0,0.113,0.585,0.0,0.972
HMOX1,NFE2L2,9606.ENSP00000216117,9606.ENSP00000380252,0.989,0.0,0.0,0.0,0.05,0.0,0.75,0.96
CCNB1,TOP2A,9606.ENSP00000256442,9606.ENSP00000411532,0.989,0.0,0.0,0.0,0.859,0.052,0.0,0.925
CALM3,PRKACA,9606.ENSP00000291295,9606.ENSP00000309591,0.989,0.0,0.0,0.0,0.08,0.0,0.65,0.97
IL1A,IL6,9606.ENSP00000263339,9606.ENSP00000385675,0.989,0.0,0.0,0.0,0.376,0.0,0.4,0.974
PLAU,PLG,9606.ENSP00000361850,9606.ENSP00000308938,0.989,0.0,0.0,0.105,0.0,0.0,0.9,0.893
COX6B1,UQCRC1,9606.ENSP00000466818,9606.ENSP00000203407,0.989,0.0,0.0,0.0,0.337,0.917,0.623,0.545
MDM2,SFN,9606.ENSP00000258149,9606.ENSP00000340989,0.989,0.0,0.0,0.0,0.0,0.948,0.0,0.799
CCND3,RB1,9606.ENSP00000362082,9606.ENSP00000267163,0.989,0.0,0.0,0.0,0.0,0.667,0.9,0.712
CSF3,IFNG,9606.ENSP00000225474,9606.ENSP00000229135,0.989,0.0,0.0,0.0,0.098,0.0,0.0,0.988
HPRT1,PNP,9606.ENSP00000298556,9606.ENSP00000354532,0.989,0.111,0.0,0.0,0.123,0.069,0.956,0.704
CCND1,PCNA,9606.ENSP00000227507,9606.ENSP00000368458,0.989,0.0,0.0,0.0,0.049,0.841,0.9,0.373
JUN,TNF,9606.ENSP00000360266,9606.ENSP00000398698,0.989,0.0,0.0,0.0,0.151,0.0,0.9,0.881
PLG,SERPINE1,9606.ENSP00000308938,9606.ENSP00000223095,0.989,0.0,0.0,0.0,0.0,0.294,0.4,0.977
